#;Grupo taxonômico;Ordem;Família;Espécie ou Subespécie;Nome avaliação anterior;Categoria em 2014;Sugestão de Categoria 2021;EW;CR;EN,;VU;RE;EX;Mesma Categoria de Ameaça 2014;Aumentou a Categoria de Ameaça;Reduziu a Categoria de Ameaça;Entrou em Categoria de Ameaça;Saiu da Categoria de Ameaça;Mantida a Categoria 2014  por não ter reavaliação ou validação
537;Peixes Continentais;Cyprinodontiformes;Rivulidae;Cynolebias elegans;;;Criticamente em Perigo (CR);;X;;;;;;;;X;;
538;Peixes Continentais;Cyprinodontiformes;Rivulidae;Cynolebias gorutuba;;;Em Perigo (EN);;;X;;;;;;;X;;
539;Peixes Continentais;Cyprinodontiformes;Rivulidae;Cynolebias griseus;;Criticamente em Perigo (CR);Em Perigo (EN);;;X;;;;;;X;;;
540;Peixes Continentais;Cyprinodontiformes;Rivulidae;Cynolebias leptocephalus;;Criticamente em Perigo (CR);Em Perigo (EN);;;X;;;;;;X;;;
541;Peixes Continentais;Cyprinodontiformes;Rivulidae;Cynolebias parnaibensis;;Dados Insuficientes (DD);Criticamente em Perigo (CR);;X;;;;;;;;X;;
542;Peixes Continentais;Cyprinodontiformes;Rivulidae;Cynopoecilus feltrini;;;Vulnerável (VU);;;;X;;;;;;X;;
543;Peixes Continentais;Cyprinodontiformes;Rivulidae;Cynopoecilus fulgens;;Vulnerável (VU);Quase Ameaçada (NT);;;;;;;;;;;X;
544;Peixes Continentais;Cyprinodontiformes;Rivulidae;Cynopoecilus intimus;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
545;Peixes Continentais;Cyprinodontiformes;Rivulidae;Cynopoecilus multipapillatus;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
546;Peixes Continentais;Cyprinodontiformes;Rivulidae;Hypsolebias adornatus;;Vulnerável (VU);Criticamente em Perigo (CR);;X;;;;;;X;;;;
547;Peixes Continentais;Cyprinodontiformes;Rivulidae;Hypsolebias alternatus;;Vulnerável (VU);Em Perigo (EN);;;X;;;;;X;;;;
548;Peixes Continentais;Cyprinodontiformes;Rivulidae;Hypsolebias auratus;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;
549;Peixes Continentais;Cyprinodontiformes;Rivulidae;Hypsolebias brunoi;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;
550;Peixes Continentais;Cyprinodontiformes;Rivulidae;Hypsolebias carlettoi;;Criticamente em Perigo (CR);Em Perigo (EN);;;X;;;;;;X;;;
551;Peixes Continentais;Cyprinodontiformes;Rivulidae;Hypsolebias delucai;;Dados Insuficientes (DD);Vulnerável (VU);;;;X;;;;;;X;;
552;Peixes Continentais;Cyprinodontiformes;Rivulidae;Hypsolebias faouri;;;Vulnerável (VU);;;;X;;;;;;X;;
553;Peixes Continentais;Cyprinodontiformes;Rivulidae;Hypsolebias fasciatus;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;
554;Peixes Continentais;Cyprinodontiformes;Rivulidae;Hypsolebias flammeus;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
555;Peixes Continentais;Cyprinodontiformes;Rivulidae;Hypsolebias flavicaudatus;;Criticamente em Perigo (CR);Em Perigo (EN);;;X;;;;;;X;;;
556;Peixes Continentais;Cyprinodontiformes;Rivulidae;Hypsolebias fulminantis;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;
557;Peixes Continentais;Cyprinodontiformes;Rivulidae;Hypsolebias gardneri;;;Em Perigo (EN);;;X;;;;;;;X;;
558;Peixes Continentais;Cyprinodontiformes;Rivulidae;Hypsolebias ghisolfii;;Criticamente em Perigo (CR);Em Perigo (EN);;;X;;;;;;X;;;
559;Peixes Continentais;Cyprinodontiformes;Rivulidae;Hypsolebias gibberatus;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;
560;Peixes Continentais;Cyprinodontiformes;Rivulidae;Hypsolebias gilbertobrasili;;Quase Ameaçada (NT);Criticamente em Perigo (CR);;X;;;;;;;;X;;
561;Peixes Continentais;Cyprinodontiformes;Rivulidae;Hypsolebias guanambi;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;
562;Peixes Continentais;Cyprinodontiformes;Rivulidae;Hypsolebias hamadryades;;;Criticamente em Perigo (CR);;X;;;;;;;;X;;
563;Peixes Continentais;Cyprinodontiformes;Rivulidae;Hypsolebias harmonicus;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;
564;Peixes Continentais;Cyprinodontiformes;Rivulidae;Hypsolebias hellneri;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;
565;Peixes Continentais;Cyprinodontiformes;Rivulidae;Hypsolebias igneus;;Criticamente em Perigo (CR);Em Perigo (EN);;;X;;;;;;X;;;
566;Peixes Continentais;Cyprinodontiformes;Rivulidae;Hypsolebias janaubensis;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;
567;Peixes Continentais;Cyprinodontiformes;Rivulidae;Hypsolebias longignatus;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;
568;Peixes Continentais;Cyprinodontiformes;Rivulidae;Hypsolebias lopesi;;Vulnerável (VU);Criticamente em Perigo (CR);;X;;;;;;X;;;;
569;Peixes Continentais;Cyprinodontiformes;Rivulidae;Hypsolebias macaubensis;;Criticamente em Perigo (CR);Em Perigo (EN);;;X;;;;;;X;;;
570;Peixes Continentais;Cyprinodontiformes;Rivulidae;Hypsolebias magnificus;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;
571;Peixes Continentais;Cyprinodontiformes;Rivulidae;Hypsolebias marginatus;;Criticamente em Perigo (CR);Criticamente em Perigo (CR)(PEX);;X;;;;;;X;;;;
572;Peixes Continentais;Cyprinodontiformes;Rivulidae;Hypsolebias mediopapillatus;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;
573;Peixes Continentais;Cyprinodontiformes;Rivulidae;Hypsolebias multiradiatus;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;X
574;Peixes Continentais;Cyprinodontiformes;Rivulidae;Hypsolebias nielseni;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;
575;Peixes Continentais;Cyprinodontiformes;Rivulidae;Hypsolebias notatus;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;
576;Peixes Continentais;Cyprinodontiformes;Rivulidae;Hypsolebias nudiorbitatus;;Dados Insuficientes (DD);Vulnerável (VU);;;;X;;;;;;X;;
577;Peixes Continentais;Cyprinodontiformes;Rivulidae;Hypsolebias picturatus;;Vulnerável (VU);Em Perigo (EN);;;X;;;;;X;;;;
578;Peixes Continentais;Cyprinodontiformes;Rivulidae;Hypsolebias radiseriatus;;Dados Insuficientes (DD);Em Perigo (EN);;;X;;;;;;;X;;
579;Peixes Continentais;Cyprinodontiformes;Rivulidae;Hypsolebias rufus;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;
580;Peixes Continentais;Cyprinodontiformes;Rivulidae;Hypsolebias shibattai;;;Vulnerável (VU);;;;X;;;;;;X;;
581;Peixes Continentais;Cyprinodontiformes;Rivulidae;Hypsolebias similis;;Vulnerável (VU);Dados Insuficientes (DD);;;;;;;;;;;X;
582;Peixes Continentais;Cyprinodontiformes;Rivulidae;Hypsolebias splendissimus;;;Vulnerável (VU);;;;X;;;;;;X;;
583;Peixes Continentais;Cyprinodontiformes;Rivulidae;Hypsolebias stellatus;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;
584;Peixes Continentais;Cyprinodontiformes;Rivulidae;Hypsolebias tocantinensis;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;
585;Peixes Continentais;Cyprinodontiformes;Rivulidae;Hypsolebias trilineatus;;Vulnerável (VU);Criticamente em Perigo (CR);;X;;;;;;X;;;;
586;Peixes Continentais;Cyprinodontiformes;Rivulidae;Hypsolebias virgulatus;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;
587;Peixes Continentais;Cyprinodontiformes;Rivulidae;Kryptolebias brasiliensis;;Criticamente em Perigo (CR);Em Perigo (EN);;;X;;;;;;X;;;
588;Peixes Continentais;Cyprinodontiformes;Rivulidae;Kryptolebias campelloi;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;X
589;Peixes Continentais;Cyprinodontiformes;Rivulidae;Kryptolebias gracilis;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;
590;Peixes Continentais;Cyprinodontiformes;Rivulidae;Leptolebias marmoratus;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;
591;Peixes Continentais;Cyprinodontiformes;Rivulidae;Leptopanchax citrinipinnis;Leptolebias citrinipinnis;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;
592;Peixes Continentais;Cyprinodontiformes;Rivulidae;Leptopanchax itanhaensis;Leptolebias itanhaensis;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;
593;Peixes Continentais;Cyprinodontiformes;Rivulidae;Leptopanchax opalescens;Leptolebias opalescens;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;
594;Peixes Continentais;Cyprinodontiformes;Rivulidae;Leptopanchax splendens;Leptolebias splendens;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;
595;Peixes Continentais;Cyprinodontiformes;Rivulidae;Maratecoara formosa;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
596;Peixes Continentais;Cyprinodontiformes;Rivulidae;Maratecoara splendida;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
597;Peixes Continentais;Cyprinodontiformes;Rivulidae;Melanorivulus crixas;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
598;Peixes Continentais;Cyprinodontiformes;Rivulidae;Melanorivulus illuminatus;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
599;Peixes Continentais;Cyprinodontiformes;Rivulidae;Melanorivulus karaja;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
600;Peixes Continentais;Cyprinodontiformes;Rivulidae;Melanorivulus kayapo;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
601;Peixes Continentais;Cyprinodontiformes;Rivulidae;Melanorivulus kunzei;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
602;Peixes Continentais;Cyprinodontiformes;Rivulidae;Melanorivulus litteratus;;Vulnerável (VU);Menos Preocupante (LC);;;;;;;;;;;X;
603;Peixes Continentais;Cyprinodontiformes;Rivulidae;Melanorivulus pindorama;;Vulnerável (VU);Dados Insuficientes (DD);;;;;;;;;;;X;
604;Peixes Continentais;Cyprinodontiformes;Rivulidae;Melanorivulus pinima;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
605;Peixes Continentais;Cyprinodontiformes;Rivulidae;Melanorivulus planaltinus;;Vulnerável (VU);Dados Insuficientes (DD);;;;;;;;;;;X;
606;Peixes Continentais;Cyprinodontiformes;Rivulidae;Melanorivulus rubromarginatus;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
607;Peixes Continentais;Cyprinodontiformes;Rivulidae;Melanorivulus rutilicaudus;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
608;Peixes Continentais;Cyprinodontiformes;Rivulidae;Melanorivulus salmonicaudus;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
609;Peixes Continentais;Cyprinodontiformes;Rivulidae;Melanorivulus scalaris;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
610;Peixes Continentais;Cyprinodontiformes;Rivulidae;Melanorivulus ubirajarai;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
611;Peixes Continentais;Cyprinodontiformes;Rivulidae;Melanorivulus vittatus;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
612;Peixes Continentais;Cyprinodontiformes;Rivulidae;Moema piriana;;Criticamente em Perigo (CR);Criticamente em Perigo (CR)(PEX);;X;;;;;;X;;;;
613;Peixes Continentais;Cyprinodontiformes;Rivulidae;Mucurilebias leitaoi;;Criticamente em Perigo (CR);Dados Insuficientes (DD);;;;;;;;;;;X;
614;Peixes Continentais;Cyprinodontiformes;Rivulidae;Nematolebias catimbau;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;
615;Peixes Continentais;Cyprinodontiformes;Rivulidae;Nematolebias papilliferus;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;
616;Peixes Continentais;Cyprinodontiformes;Rivulidae;Nematolebias whitei;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;X
617;Peixes Continentais;Cyprinodontiformes;Rivulidae;Notholebias cruzi;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;
618;Peixes Continentais;Cyprinodontiformes;Rivulidae;Notholebias fractifasciatus;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;
619;Peixes Continentais;Cyprinodontiformes;Rivulidae;Notholebias minimus;;Criticamente em Perigo (CR);Em Perigo (EN);;;X;;;;;;X;;;
620;Peixes Continentais;Cyprinodontiformes;Rivulidae;Notholebias vermiculatus;;Em Perigo (EN);Criticamente em Perigo (CR);;X;;;;;;X;;;;
621;Peixes Continentais;Cyprinodontiformes;Rivulidae;Ophthalmolebias bokermanni;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;
622;Peixes Continentais;Cyprinodontiformes;Rivulidae;Ophthalmolebias constanciae;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;
623;Peixes Continentais;Cyprinodontiformes;Rivulidae;Ophthalmolebias ilheusensis;;Criticamente em Perigo (CR);Em Perigo (EN);;;X;;;;;;X;;;
624;Peixes Continentais;Cyprinodontiformes;Rivulidae;Ophthalmolebias perpendicularis;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;
625;Peixes Continentais;Cyprinodontiformes;Rivulidae;Ophthalmolebias rosaceus;;Vulnerável (VU);Criticamente em Perigo (CR);;X;;;;;;X;;;;
626;Peixes Continentais;Cyprinodontiformes;Rivulidae;Ophthalmolebias suzarti;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;
627;Peixes Continentais;Cyprinodontiformes;Rivulidae;Pituna brevirostrata;;Vulnerável (VU);Criticamente em Perigo (CR);;X;;;;;;X;;;;
628;Peixes Continentais;Cyprinodontiformes;Rivulidae;Pituna xinguensis;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;X
629;Peixes Continentais;Cyprinodontiformes;Rivulidae;Plesiolebias altamira;;Criticamente em Perigo (CR);Menos Preocupante (LC);;;;;;;;;;;X;
630;Peixes Continentais;Cyprinodontiformes;Rivulidae;Plesiolebias canabravensis;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
631;Peixes Continentais;Cyprinodontiformes;Rivulidae;Plesiolebias xavantei;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
632;Peixes Continentais;Cyprinodontiformes;Rivulidae;Simpsonichthys boitonei;;Vulnerável (VU);Criticamente em Perigo (CR);;X;;;;;;X;;;;
633;Peixes Continentais;Cyprinodontiformes;Rivulidae;Simpsonichthys cholopteryx;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;
634;Peixes Continentais;Cyprinodontiformes;Rivulidae;Simpsonichthys espinhacensis;;;Em Perigo (EN);;;X;;;;;;;X;;
635;Peixes Continentais;Cyprinodontiformes;Rivulidae;Simpsonichthys nigromaculatus;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;
636;Peixes Continentais;Cyprinodontiformes;Rivulidae;Simpsonichthys parallelus;;Vulnerável (VU);Em Perigo (EN);;;X;;;;;X;;;;
637;Peixes Continentais;Cyprinodontiformes;Rivulidae;Simpsonichthys punctulatus;;Vulnerável (VU);Criticamente em Perigo (CR);;X;;;;;;X;;;;
638;Peixes Continentais;Cyprinodontiformes;Rivulidae;Simpsonichthys santanae;;Criticamente em Perigo (CR);Em Perigo (EN);;;X;;;;;;X;;;
639;Peixes Continentais;Cyprinodontiformes;Rivulidae;Simpsonichthys zonatus;;Criticamente em Perigo (CR);Criticamente em Perigo (CR)(PEX);;X;;;;;;X;;;;
640;Peixes Continentais;Cyprinodontiformes;Rivulidae;Spectrolebias reticulatus;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;X
641;Peixes Continentais;Cyprinodontiformes;Rivulidae;Trigonectes strigabundus;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
642;Peixes Continentais;Cyprinodontiformes;Rivulidae;Xenurolebias izecksohni;;Em Perigo (EN);Menos Preocupante (LC);;;;;;;;;;;X;
643;Peixes Continentais;Cyprinodontiformes;Rivulidae;Xenurolebias myersi;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
644;Peixes Marinhos;Elopiformes;Megalopidae;Megalops atlanticus;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
645;Peixes Continentais;Gymnotiformes;Apteronotidae;Apteronotus acidops;;Em Perigo (EN);Dados Insuficientes (DD);;;;;;;;;;;X;
646;Peixes Continentais;Gymnotiformes;Apteronotidae;Apteronotus lindalvae;;Criticamente em Perigo (CR);Dados Insuficientes (DD);;;;;;;;;;;X;
647;Peixes Continentais;Gymnotiformes;Apteronotidae;Megadontognathus kaitukaensis;;Vulnerável (VU);Quase Ameaçada (NT);;;;;;;;;;;X;
648;Peixes Continentais;Gymnotiformes;Apteronotidae;Sternarchella curvioperculata;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
649;Peixes Continentais;Gymnotiformes;Apteronotidae;Sternarchogiton zuanoni;;Vulnerável (VU);Em Perigo (EN);;;X;;;;;X;;;;
650;Peixes Continentais;Gymnotiformes;Apteronotidae;Sternarchorhynchus britskii;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
651;Peixes Continentais;Gymnotiformes;Apteronotidae;Sternarchorhynchus caboclo;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;
652;Peixes Continentais;Gymnotiformes;Apteronotidae;Sternarchorhynchus higuchii;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;
653;Peixes Continentais;Gymnotiformes;Apteronotidae;Sternarchorhynchus inpai;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;
654;Peixes Continentais;Gymnotiformes;Apteronotidae;Sternarchorhynchus jaimei;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;
655;Peixes Continentais;Gymnotiformes;Apteronotidae;Sternarchorhynchus kokraimoro;;Vulnerável (VU);Em Perigo (EN);;;X;;;;;X;;;;
656;Peixes Continentais;Gymnotiformes;Apteronotidae;Sternarchorhynchus mareikeae;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;
657;Peixes Continentais;Gymnotiformes;Apteronotidae;Sternarchorhynchus severii;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;
658;Peixes Continentais;Gymnotiformes;Apteronotidae;Sternarchorhynchus villasboasi;;Vulnerável (VU);Em Perigo (EN);;;X;;;;;X;;;;
659;Peixes Continentais;Gymnotiformes;Apteronotidae;Tembeassu marauna;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;X
660;Peixes Continentais;Gymnotiformes;Hypopomidae;Brachyhypopomus jureiae;;Em Perigo (EN);Quase Ameaçada (NT);;;;;;;;;;;X;
661;Peixes Continentais;Gymnotiformes;Sternopygidae;Archolaemus ferreirai;;Menos Preocupante (LC);Vulnerável (VU);;;;X;;;;;;X;;
662;Peixes Continentais;Gymnotiformes;Sternopygidae;Archolaemus santosi;;Quase Ameaçada (NT);Vulnerável (VU);;;;X;;;;;;X;;
663;Peixes Continentais;Gymnotiformes;Sternopygidae;Eigenmannia vicentespelaea;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
664;Peixes Marinhos;Hexanchiformes;Hexanchidae;Notorynchus cepedianus;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;
665;Peixes Marinhos;Lamniformes;Alopiidae;Alopias superciliosus;;Vulnerável (VU);Em Perigo (EN);;;X;;;;;X;;;;
666;Peixes Marinhos;Lamniformes;Alopiidae;Alopias vulpinus;;Vulnerável (VU);Criticamente em Perigo (CR);;X;;;;;;X;;;;
667;Peixes Marinhos;Lamniformes;Cetorhinidae;Cetorhinus maximus;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;
668;Peixes Marinhos;Lamniformes;Lamnidae;Carcharodon carcharias;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;
669;Peixes Marinhos;Lamniformes;Lamnidae;Isurus oxyrinchus;;Quase Ameaçada (NT);Criticamente em Perigo (CR);;X;;;;;;;;X;;
670;Peixes Marinhos;Lamniformes;Odontaspididae;Carcharias taurus;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;
671;Peixes Marinhos;Myxiniformes;Myxinidae;Myxine sotoi;;Vulnerável (VU);Menos Preocupante (LC);;;;;;;;;;;X;
672;Peixes Marinhos;Ophidiiformes;Ophidiidae;Ophidion holbrookii;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;X
673;Peixes Marinhos;Ophidiiformes;Ophidiidae;Otophidium chickcharney;;Dados Insuficientes (DD);Criticamente em Perigo (CR)(PEX);;X;;;;;;;;X;;
674;Peixes Marinhos;Orectolobiformes;Ginglymostomatidae;Ginglymostoma cirratum;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;
675;Peixes Marinhos;Orectolobiformes;Rhincodontidae;Rhincodon typus;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;
676;Peixes Marinhos;Perciformes;Chaetodontidae;Prognathodes obliquus;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
677;Peixes Continentais;Perciformes;Cichlidae;Crenicichla cyclostoma;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;X
678;Peixes Continentais;Perciformes;Cichlidae;Crenicichla empheres;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
679;Peixes Continentais;Perciformes;Cichlidae;Crenicichla hadrostigma;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
680;Peixes Continentais;Perciformes;Cichlidae;Crenicichla heckeli;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
681;Peixes Continentais;Perciformes;Cichlidae;Crenicichla jegui;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
682;Peixes Continentais;Perciformes;Cichlidae;Crenicichla jupiaensis;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;
683;Peixes Continentais;Perciformes;Cichlidae;Crenicichla urosema;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
684;Peixes Continentais;Perciformes;Cichlidae;Gymnogeophagus setequedas;;Em Perigo (EN);Menos Preocupante (LC);;;;;;;;;;;X;
685;Peixes Continentais;Perciformes;Cichlidae;Teleocichla centisquama;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
686;Peixes Continentais;Perciformes;Cichlidae;Teleocichla cinderella;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
687;Peixes Continentais;Perciformes;Cichlidae;Teleocichla prionogenys;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
688;Peixes Continentais;Perciformes;Cichlidae;Teleocichla wajapi;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
689;Peixes Marinhos;Perciformes;Epinephelidae;Epinephelus itajara;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;X
690;Peixes Marinhos;Perciformes;Epinephelidae;Epinephelus marginatus;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
691;Peixes Marinhos;Perciformes;Epinephelidae;Epinephelus morio;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
692;Peixes Marinhos;Perciformes;Gobiidae;Elacatinus figaro;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
693;Peixes Marinhos;Perciformes;Istiophoridae;Kajikia albida;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
694;Peixes Marinhos;Perciformes;Istiophoridae;Makaira nigricans;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
695;Peixes Marinhos;Perciformes;Labridae;Halichoeres rubrovirens;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
696;Peixes Marinhos;Perciformes;Labrisomidae;Malacoctenus brunoi;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
697;Peixes Marinhos;Perciformes;Lutjanidae;Lutjanus cyanopterus;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
698;Peixes Marinhos;Perciformes;Lutjanidae;Lutjanus purpureus;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
699;Peixes Marinhos;Perciformes;Malacanthidae;Lopholatilus villarii;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;
700;Peixes Marinhos;Perciformes;Microdesmidae;Cerdale fasciata;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
701;Peixes Marinhos;Perciformes;Polyprionidae;Polyprion americanus;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;X
702;Peixes Marinhos;Perciformes;Pomacentridae;Microspathodon chrysurus;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
703;Peixes Marinhos;Perciformes;Pomacentridae;Stegastes rocasensis;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
704;Peixes Marinhos;Perciformes;Pomacentridae;Stegastes sanctipauli;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
705;Peixes Marinhos;Perciformes;Pomacentridae;Stegastes trindadensis;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
706;Peixes Marinhos;Perciformes;Scaridae;Scarus trispinosus;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
707;Peixes Marinhos;Perciformes;Scaridae;Scarus zelindae;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
708;Peixes Marinhos;Perciformes;Scaridae;Sparisoma axillare;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
709;Peixes Marinhos;Perciformes;Scaridae;Sparisoma frondosum;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
710;Peixes Marinhos;Perciformes;Scaridae;Sparisoma rocha;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
711;Peixes Marinhos;Perciformes;Sciaenidae;Pogonias cromis;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
712;Peixes Marinhos;Perciformes;Scombridae;Thunnus thynnus;;Criticamente em Perigo (CR);Em Perigo (EN);;;X;;;;;;X;;;
